1.9113199710845947,0.0037
1.9241008758544922,0.027
1.9359169006347656,0.0133
1.9479560852050781,0.0037
1.960284948348999,0.0064
1.9732508659362793,0.0011
1.9856410026550293,0.0115
1.998755931854248,0.0169
2.0095019340515137,0.0145
2.0226240158081055,0.0165
2.034071922302246,0.0204
2.046410083770752,0.0198
2.0591509342193604,0.0122
2.071093797683716,0.002
2.0834028720855713,0.0063
2.0955090522766113,0.0076
2.1078250408172607,0.0037
2.120576858520508,0.0046
2.1323399543762207,0.0178
2.1446690559387207,0.0145
2.157019853591919,0.0019
2.1743650436401367,0.0004
2.181518793106079,0.0092
2.1938579082489014,0.0066
2.206113815307617,0.0088
2.2187869548797607,0.0014
2.230682849884033,0.0076
2.2428481578826904,0.0082
2.2552437782287598,0.0055
2.2699217796325684,0.0055
2.2799429893493652,0.0027
2.2921197414398193,0.0101
2.3044049739837646,0.0087
2.3165907859802246,0.0051
2.3289029598236084,0.0073
2.341179847717285,0.0068
2.3537228107452393,0.0032
2.3657729625701904,0.0196
2.3780629634857178,0.0191
2.3915107250213623,0.038
2.4029078483581543,0.0092
2.4148459434509277,0.0338
2.4271340370178223,0.0367
2.439539909362793,0.0181
2.451925039291382,0.0131
2.464010715484619,0.0032
2.4765000343322754,0.0131
2.4887919425964355,0.0042
2.501239776611328,0.0026
2.513497829437256,0.007
2.5254878997802734,0.0
2.5378057956695557,0.0024
2.550018787384033,0.0232
2.562380790710449,0.018
2.5747978687286377,0.0173
2.586958885192871,0.0196
2.5991740226745605,0.002
2.611506938934326,0.0095
2.623823881149292,0.0161
2.6360960006713867,0.0235
2.6483888626098633,0.0013
2.660660982131958,0.0085
2.672991991043091,0.0159
2.685196876525879,0.013
2.6974308490753174,0.0041
2.7097737789154053,0.0117
2.7221319675445557,0.0045
2.73441481590271,0.0083
2.7466881275177,0.0062
2.7591021060943604,0.0069
2.7713119983673096,0.0014
2.7835018634796143,0.0017
2.7958617210388184,0.012
2.8082079887390137,0.0043
2.8208961486816406,0.009
2.83286190032959,0.0157
2.845028877258301,0.0093
2.8573389053344727,0.0205
2.869708776473999,0.0245
2.8817989826202393,0.009
2.89485502243042,0.0007
2.9065589904785156,0.0038
2.9188308715820312,0.0005
2.9309988021850586,0.0124
2.947360038757324,0.0296
2.959638833999634,0.0158
2.9718759059906006,0.0152
2.984255075454712,0.0043
2.9964640140533447,0.0026
